Üretici,Kök_Neden_TR,Çözüm_TR
INTERNATIONAL,"NAVISTAR, 22 EYLÜL 2010'DAN 3 ARALIK 2010'A KADAR ÜRETİLEN, AKTARMA AKTARMA ÖZELLİK KODU 06WAK İLE DONANIMLI, 2011 YILI ULUSLARARASI PROSTAR TİCARİ KAMYONLARI BELİRLİ MODELLERİ GERİ ÇEKİYOR.  AKTARMA AKTARMA MERKEZİ RULMANINI MONTAJ BRAKETİNDE TUTAN KAUÇUK İZOLATÖR MALZEMESİ, YANLIŞ MONTAJ KONUMU NEDENİYLE BOZULARAK MUHTEMELLİKLE UYARI OLMADAN AKTARMA AKIŞI AYRILMASINA NEDEN OLABİLİR.",NAVISTAR SAHİPLERİNE BİLDİRECEK VE BAYİLER MERKEZ RULMANINI VE MONTAJ DONANIMINI ÜCRETSİZ DEĞİŞTİRECEKTİR.  GÜVENLİK GERİ ÇAĞIRMASI 27 OCAK 2011'DE BAŞLADI. SAHİPLER 1-800-448-7825 TELEFONUNDA NAVISTAR'LA İLETİŞİME GEÇEBİLİR.
THREE FEATHERS,"Üç Tüy İmalatı, LLC. (Three Feathers) belirli model yılı 2006-2014 Mule Cargo römorklarını, 2012-2014 Backpacker 2 römorklarını, 2009-2011 Buckboard Cargo Haulers'ı, 2009-2013 Backpacker römorklarını, 2008-2014 Pinecone Tear Drop römorklarını, 2010-2011 Pelican Cargo'yu geri çağırıyor treyler, 2012-2013 Tumbleweed Tear Drop treyler, 2011 Tumbleweed Campers, bir adet 2011 Custom Cargo treyler, bir adet 2010 Custom Camper, bir adet 2008 Cargo treyler kabuğu (şasisiz), bir adet 2010 5th Wheel Cargo treyler ve bir adet 2014 Backpacker 2 XT treyler, tamamı Fastec marka kapı kilitleriyle donatılmıştır.  Anahtarın sürgüyü sıkıştıracak şekilde kilitten çıkarılması mümkün olabilir.","Three Feathers, sahipleri bilgilendirecek ve Fastec, silindirlerin muayenesini ve gerektiğinde değiştirilmesini ücretsiz olarak koordine edecek.  Geri çağırma 31 Mart 2014'te başladı. Sahipler 1-541-663-8163 numaralı telefondan Three Feathers veya 1-800-837-2505 numaralı telefondan Fastec ile iletişime geçebilir."
ENTEGRA,"Jayco, Inc. (Jayco), Hehr 6400 serisi pencerelerle donatılmış belirli 2019-2021 Anthem, Aspire, Cornerstone, Insignia, Reatta ve Embark eğlence araçlarını geri çağırıyor.  Pencerenin havalandırmalı kısmını birleştiren yapıştırıcı başarısız olabilir.",Bayiler ücretsiz olarak pencereleri inceleyecek ve gerekirse havalandırmayı değiştirecektir.   Sahip bildirim mektupları 31 Ağustos 2021'de gönderildi. Sahipler 1-800-283-8267 numaralı telefondan Jayco müşteri hizmetleriyle iletişime geçebilir.  Jayco'nun bu geri çağırmaya ilişkin numarası 9903569'dur.
BMW,"BMW of North America, LLC (BMW), hem Konforlu Erişim hem de Otomatik Yavaş Kapanma seçenekleriyle donatılmış bazı 2005-2008 745i, 745Li, 750i, 750Li, 760i, 760Li ve B7 Alpina araçlarını geri çağırıyor.   Bu araçlarda kapılar kapalı ve mandallı gibi görünse de aslında yanlışlıkla açılabilmektedir.",BMW sahiplerini bilgilendirecek ve bayiler kapı mandalı sistemini ücretsiz olarak güncelleyecek.  Geri çağırma 8 Şubat 2018'de başladı. Araç sahipleri 1-800-525-7417 numaralı telefondan BMW ile iletişime geçebilir veya CustomerRelations@bmwusa.com adresinden BMW'ye e-posta gönderebilir.
FCCC,"Daimler Trucks North America LLC (DTNA), belirli 2018 Freightliner Custom Chassis XBP, 2017-2020 XBR, 2017-2022 XBS, 2016-2019 XCL, 2016-2023 XCM, 2017-2021 XCP, 2016-2023 XCR ve 2017-2023 XCS eğlence aracı şasisi.  Arkaya monte edilen Güç Dağıtım Modülünde (PDM) dahili hasar bulunabilir ve bu durum arka işaret lambalarının, fren lambalarının veya dönüş sinyallerinin çalışmamasına neden olabilir.","Bayi, ücretsiz olarak ikincil bir sigortalı donanım takacaktır.  Sahip bildirim mektupları 18 Mart 2022'de gönderildi. Sahipler 1-800-547-0712 numaralı telefondan DTNA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için DTNA'nın numarası FL917'dir.  Bu geri çağırma, NHTSA'nın 20V-404 ve 18V-502 geri çağırmalarının bir uzantısıdır.  Daha önce geri çağrılan araçların, mevcut olduğunda yeni çözüm onarımını alması gerekecektir."
CENTURY,"CENTURY, RICON PLATFORM TARZI TEKERLEKLİ SANDALYE KALDIRICILARIYLA DONANIMLI 6 2005-2006 MSM3200, 2005 MSM2800, MSM3600 VE 2006 FORD VANS'LARIMIZI HATIRLIYOR.  BU ARAÇLAR FEDERAL MOTORLU ARAÇ GÜVENLİK STANDARDI NO. 404, ""MOTORLU TAŞITLARDA PLATFORM KALDIRMA TESİSATLARI.""  EŞİK UYARI SİSTEMİ, TANIMLI EŞİK ALANI İÇİNDE BELİRLİ BİR NOKTADA TEKERLEKLİ SANDALYE VEYA HAREKET YARDIMI KULLANICISININ VARLIĞINI ALGILAMAYABİLİR.","CENTURY, TEKERLEKLİ SANDALYE KALDIRMALARINI ÜCRETSİZ DÜZELTMEK İÇİN RICON İLE ÇALIŞIYOR (LÜTFEN BAKINIZ 07E095).  SAHİPLER 1-818-267-3000 VEYA CENTURY 812-246-3371 numaralı telefondan RICON'LA İLETİŞİME GEÇEBİLİR."
LEXUS,"Toyota Motor Engineering & Manufacturing (Toyota), Panoramik Görüntü Monitörü (PVM) sistemi ile donatılmış bazı 2022-2026 Toyota, Lexus ve Subaru Solterra araçlarını geri çağırıyor. Modellerin tam listesi için lütfen geri çağırma raporuna bakın. Bir yazılım hatası, araç geri vitesteyken arka görüş kamerasının donmasına veya boş bir ekran görüntülemesine neden olabilir. Dolayısıyla bu araçlar, Federal Motorlu Taşıt Güvenlik Standardı'nın (FMVSS) 111 numaralı ""Arka Görünürlük"" gerekliliklerine uymuyor.",Bayiler park yardımı yazılımını ücretsiz olarak güncelleyecektir. Güvenlik riski sahiplerini bilgilendiren geçici mektupların 16 Aralık 2025'te postalanması bekleniyor. Nihai çözüm mevcut olduğunda ek mektuplar gönderilecek. Araç sahipleri 1-800-331-4331 numaralı telefondan Toyota'nın müşteri hizmetleriyle iletişime geçebilir. Toyota'nın bu geri çağırmaya ilişkin numaraları 25TB13 ve 25LB06'dır. Subaru'nun bu geri çağırma numarası WRE25'tir.
TOYO,"Toyo Tire Holdings of Americas, Inc. (Toyo), bazı Open Country ve Extensa lastiklerini geri çağırıyor.  Etkilenen tüm ebatların listesi için lütfen ekteki lastik tablosuna bakın.  Lastikler yanlış kalıp kullanılarak üretilmiş olabilir ve bu durum lastik sırtının veya lastik yanaklarının ayrılmasına neden olabilir.","Bayiler lastikleri DOT kodu ve kalıp numarası açısından inceleyecek ve gerekirse lastikleri ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 13 Aralık 2023'te postalandı. Araç sahipleri, 800-442-8696 numaralı telefondan Toyo'nun müşteri hizmetleriyle iletişime geçebilir."
AUDI,"Volkswagen Group of America, Inc. (Audi), 2021-2022 RS6 Avant ve RS7, 2020-2022 A6 Allroad, S6 Sedan ve S7 ile 2019-2022 A6 Sedan ve A7 araçlarını geri çağırıyor.  Yakıt seviyesi göndericisi yapışabilir ve gösterge panelinde hatalı yakıt seviyesi okumasının görüntülenmesine neden olabilir.",Bayiler tanka ücretsiz olarak yeni bir sensör takacak.  Sahip bildirim mektupları 17 Şubat 2023'te postalandı. Araç sahipleri 1-800-253-2834 numaralı telefondan Audi müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için Audi'nin numarası 20DN'dir.
FORD,"YUKARIDAKİ LİSTEDE BİNEK ARAÇLARDA KULLANILMAK ÜZERE YEDEK LAMBA OLARAK SATILAN BAZI AAI MOTOR SPORLARI KOMBİNASYON LAMBALARI.  AMBER YAN REFLEKTÖRLERLE DONATILMAMIŞ KOMBİNASYON LAMBALAR, FEDERAL MOTORLU TAŞIT GÜVENLİK STANDARDI NO. 108, ""LAMBALAR, YANSITICI CİHAZLAR VE İLGİLİ EKİPMAN.""",AAI MOTORSPORTS SAHİPLERİNİ BİLDİRECEK VE LAMBALARI ÜCRETSİZ DEĞİŞTİRECEKTİR.  GERİ ÇAĞIRMA 1 AĞUSTOS 2006'DA BAŞLADI. SAHİPLER 909-923-9188 numaralı telefondan AAI MOTORSPORTS'LA İLETİŞİME GEÇEBİLİR.
LEXUS,"Toyota Mühendislik ve Üretim (Toyota), belirli 2022 Lexus LX 600, Lexus NX 350h, Lexus NX 450h+, Toytoa RAV4 Hybrid, 2021-2022 Lexus LS 500h, Toyota Mirai, RAV4 PRIME, Sienna, Venza ve 2020-2022 Toyota Highlander Hybrid araçlarını geri çağırıyor.  Sürücü VSC sistemini devre dışı bıraktıktan sonra araç yeniden çalıştırıldığında Patinaj Kontrolü ECU yazılımı Araç Denge Kontrolü (VSC) sistemini açmayabilir.  Dolayısıyla bu araçlar, 126 numaralı Federal Motorlu Taşıt Güvenliği Standardı olan ""Elektronik Stabilite Kontrol Sistemleri"" gerekliliklerine uymamaktadır.",Bayiler Skid Control ECU yazılımını ücretsiz olarak güncelleyecektir.  Sahip bildirim mektupları 27 Mayıs 2022'de postalandı. Araç sahipleri 1-800-331-4331 numaralı telefondan Toyota müşteri hizmetleriyle iletişime geçebilir.  Toyota'nın bu geri çağırma numarası 22TA03'tür.  Lexus'un bu geri çağırma numarası 22LA01'dir.
MITSUBISHI FUSO,"Mitsubishi Fuso Truck of America, Inc. (MFTA), bazı 2004-2017 FE84D, FE85D, FEC52, FEC72, FEC92, FGB72, FK61F ve FM657 kamyonlarını geri çağırıyor.  Bu kamyonlar, tıkanabilen ve yangın söndürücünün beklendiği gibi boşalmasını önleyen veya söndürücüyü etkinleştirmek için aşırı güç gerektirebilen Kidde Plastik Saplı veya Basmalı Düğmeli 'Pindikatör' Yangın Söndürücülerle donatılmıştır.  Ayrıca bazı modellerde nozül, yeterli kuvvetle valf düzeneğinden ayrılarak yaralanmaya neden olabilir ve ürünü çalışmaz hale getirebilir.  Etkilenen yangın söndürücü modellerinin tam listesi için şu adresi ziyaret edin: https://static.nhtsa.gov/odi/rcl/2017/RMISC-17E062-5427.pdf","MFTA, sahiplerine ücretsiz olarak yeni bir yangın söndürücü almak için Kidde ile iletişime geçmeleri talimatını verecek.  Geri çağırma 11 Ocak 2018'de başladı. Araç sahipleri, 1-877-711-0707 numaralı telefondan MFTA müşteri hizmetleriyle veya 1-855-262-3540 numaralı telefondan ücretsiz Kidde müşteri hizmetleriyle veya www.kidde.com adresinden çevrimiçi olarak iletişime geçebilir ve daha fazla bilgi için ""Ürün Güvenliği Geri Çağırma"" seçeneğine tıklayabilir.  Bu geri çağırma için MFTA'nın numarası MFV00001'dir."
MERCEDES BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2013 model C250, C250 Coupe, C350 Coupe 4Matic, C300 4Matic, C350, C350 Coupe, C63 AMG, C63 Coupe, E350 Cabrio, E350 Coupe, E550 Cabrio, E350 Coupe 4Matic'i geri çağırıyor. E550 Coupe, GLK350 4Matic, GLK250 Bluetec 4Matic, GLK350, SLS Coupe, SLS AMG GT Coupe ve SLS Roadster araçları Alabama, Kaliforniya, Florida, Georgia, Hawaii, Louisiana, Mississippi, Güney Carolina, Teksas, Porto Riko, Amerikan Samoası, Guam ve Kuzey Mariana Adaları eyaletlerinde satıldı veya şimdiye kadar tescil edildi (Saipan) ve ABD Virjin Adaları veya ""A Bölgesi"".    Ek olarak MBUSA, Arizona, Arkansas, Delaware, Columbia Bölgesi, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, Nebraska, Nevada, New Jersey, New eyaletlerinde kayıtlı olan belirli 2010 C300, C300 4Matic, C63 AMG, E350 Coupe, E550 Coupe, GLK350 ve GLK350 4Matic araçlarını geri çağırıyor. Meksika, Kuzey Carolina, Ohio, Oklahoma, Pensilvanya, Tennessee, Virginia ve Batı Virginia veya ""Bölge B.""    MBUSA ayrıca AK, CO, CT, ID, IA, ME, MA, MI, MN, MO, NH, NY, ND, OR, RI, SD, UT, VT, WA, WI ve WY veya ""Bölge C"" eyaletlerinde kayıtlı olan belirli 2009 C300, C300 4Matic, C63 AMG ve C350 araçlarını da geri çağırıyor.    Yolcu ön hava yastığının açılmasını gerektiren bir çarpışma durumunda, bu yolcu hava yastığı şişiricisi, mutlak nem ve sıcaklık döngüsüne uzun süre maruz kalmanın ardından meydana gelen itici gazın bozulması nedeniyle patlayabilir.","MBUSA sahiplerine bilgi verecek ve bayiler yolcu ön hava yastığı modülünü ücretsiz olarak değiştirecek.  Mercedes, 23 Şubat 2018'de araç sahiplerine geçici bir bildirim yayınladı. Çözüm parçaları mevcut olduğunda ikinci bir bildirim gönderilecek. Sahipler 1-877-496-3691 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir."
DUCATI,"Ducati Kuzey Amerika (Ducati), belirli 2017-2020 Monster 797, Monster 1200, Supersport, 2016-2020 XDiavel ve 2018-2020 Monster 821 motosikletlerini geri çağırıyor.  Arka fren sistemine hava girebilir.",Bayiler ücretsiz olarak yeni arka fren hortumlarını takacaktır.  Sahip bildirim mektupları 28 Haziran 2021'de postalandı. Araç sahipleri 1-888-391-5446 numaralı telefondan Ducati müşteri hizmetleriyle iletişime geçebilir.
PONTIAC,KIRMIZI SERBEST BIRAKMA DÜĞMESİNİN KIRILMASI NEDENİYLE EMNİYET KEMERİ TOKA GRUPLARI KİLİTLENMEYEBİLİR VEYA SERBEST BIRAKMAYABİLİR.,EMNİYET KEMERİ TOKALARINI DEĞİŞTİRİN VEYA ONARIN.
ROLLS-ROYCE,"BENTLEY, 14 MY 1980-1982 BENTLEY T2, MY 1980-1987 CONTINENTAL ve MULSANNE'I, MY 1980-1982 ROLLS-ROYCE SILVER SHADOW II, MY 1980 SILVER WRAITH II, MY 1980-1987 CORNICHE, SILVER SPIRIT'İ HATIRLIYOR VE 1981-1987 GÜMÜŞ SPUR BİNEK ARAÇLARIM.  YEDEK PARÇA OLARAK MEVCUT OLAN YAKIT HORTUMU GRUPLARININ KAUÇUK HORTUMUN MALZEME ÖZELLİKLERİNDE HATA OLDUĞU TESPİT EDİLMİŞTİR.  HORTUM BELİRLİ ÇALIŞMA KOŞULLARI ALTINDA BOZULARAK YAKIT SIZINTISINA NEDEN OLABİLİR.",BAYİLER YAKIT HORTUMU GRUPLARINI ÜCRETSİZ DEĞİŞTİRECEKTİR.  GERİ ÇAĞIRMA 24 KASIM 2008'DE BAŞLADI. SAHİPLER BENTLEY ile 1-617-488-8500 numaralı telefondan iletişime geçebilirler.
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2017-2022 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, AMG GT-Class, C-Class, E-Class, S-Class, SL-Class, GLC-Class, CLS-Class, GLB-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  İletişim modülünün SIM kart yazılımındaki bir hata, mobil ağ bağlantısı hatasına neden olarak acil çağrı (eCall) sistemini devre dışı bırakabilir.","İletişim modülü yazılımı, Over-the-Air (OTA) güncellemesi yoluyla veya bir bayi tarafından ücretsiz olarak güncellenecektir.  Sahip bildirim mektupları 8 Temmuz 2022'de postalandı. Sahip bildirim mektupları 8 Temmuz 2022, 17 Mayıs 2024, 29 Temmuz 2024 ve 27 Eylül 2024'te aşamalı olarak postalanacak. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numaraları 2022060005 ve 2023110006'dır."
FCCC,"Daimler Trucks North America LLC (DTNA), belirli 2018 Freightliner Custom Chassis XBP, 2017-2020 XBR, 2017-2022 XBS, 2016-2019 XCL, 2016-2023 XCM, 2017-2021 XCP, 2016-2023 XCR ve 2017-2023 XCS eğlence aracı şasisi.  Arkaya monte edilen Güç Dağıtım Modülünde (PDM) dahili hasar bulunabilir ve bu durum arka işaret lambalarının, fren lambalarının veya dönüş sinyallerinin çalışmamasına neden olabilir.","Bayi, ücretsiz olarak ikincil bir sigortalı donanım takacaktır.  Sahip bildirim mektupları 18 Mart 2022'de gönderildi. Sahipler 1-800-547-0712 numaralı telefondan DTNA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için DTNA'nın numarası FL917'dir.  Bu geri çağırma, NHTSA'nın 20V-404 ve 18V-502 geri çağırmalarının bir uzantısıdır.  Daha önce geri çağrılan araçların, mevcut olduğunda yeni çözüm onarımını alması gerekecektir."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2017-2022 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, AMG GT-Class, C-Class, E-Class, S-Class, SL-Class, GLC-Class, CLS-Class, GLB-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  İletişim modülünün SIM kart yazılımındaki bir hata, mobil ağ bağlantısı hatasına neden olarak acil çağrı (eCall) sistemini devre dışı bırakabilir.","İletişim modülü yazılımı, Over-the-Air (OTA) güncellemesi yoluyla veya bir bayi tarafından ücretsiz olarak güncellenecektir.  Sahip bildirim mektupları 8 Temmuz 2022'de postalandı. Sahip bildirim mektupları 8 Temmuz 2022, 17 Mayıs 2024, 29 Temmuz 2024 ve 27 Eylül 2024'te aşamalı olarak postalanacak. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numaraları 2022060005 ve 2023110006'dır."
BENTLEY,"ARAÇ TANIMI : BİNEK ARAÇ.    ALT DİREKSİYON KOLONUNU ARA DİREKSİYON KAPLİNİNE BAĞLAYAN CİVATALAR, MOTOR BÖLMESİNDE BULUNAN FREN HİDROLİK SİSTEMİ BORULARINA TEMAS OLABİLİR.","BAYİLER, BORULARLA CIVATALAR ARASINDAKİ TEMASINI ÖNLEMEK İÇİN BORULARI YENİDEN YERLEŞTİRECEK VE HASARLI OLAN BORULAR DEĞİŞTİRİLECEKTİR."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2016 - 2021 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, GT-Class, C-Class, E-Class, S-Class, CLS-Class, SL-Class, B-Class, GLB-Class, GLC-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen Bölüm 573 raporuna bakın.  İletişim modülünün yazılım tasarımı, bir çarpışma durumunda acil çağrı sistemi (eCall) için doğru araç konumunu iletmede başarısız olabilir.",MBUSA sahipleri bilgilendirecek ve iletişim modülü yazılımı bir satıcı tarafından veya kablosuz (OTA) güncelleme yoluyla ücretsiz olarak güncellenecektir.  Geri çağırma 12 Mart 2021'de başladı. Araç sahipleri 1-877-762-8267 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2021020025'tir.
MERCEDES-BENZ,"Mercedes-Benz LLC (MBUSA), 2018-2020 C300, 2019-2020 A220, AMG C43, AMG C63, 2020 GLE580, GLB250, 2020-2021 GLE450, GLE350, 2021 AMG GLE63 ve AMG GLE53 araçlarını geri çağırıyor.  Araç onarımı sırasında LED farlar yanlış ayarlanmış olabilir.  Bu nedenle, bu araçlar Federal Motorlu Taşıt Güvenliği Standardı 108 numaralı ""Lambalar, Yansıtıcı Cihazlar ve İlgili Ekipmanlar"" gerekliliklerine uymamaktadır.","Bayiler LED farları ücretsiz olarak değiştirecek.  Sahiplere güvenlik riski konusunda bilgi veren geçici mektuplar 13 Ağustos 2021'de postalandı. Çözüm mevcut olduğunda ikinci bir bildirim gönderilecek.  Sahip bildirim mektupları Ocak 2022'de gönderildi. Sahipler, 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir."
THOMAS BUILT BUSES,"Daimler Trucks North America LLC (DTNA), Detroit Diesel DD5 motorlarla donatılmış bazı 2020-2021 Thomas Build Saf-T-Liner C2 okul otobüslerini geri çağırıyor.  Fan göbeği cıvataları yeterince sıkılmamış olabilir.","DTNA, sahiplerini bilgilendirecek ve bayiler, fan göbeği cıvatalarını gerektiği şekilde ücretsiz olarak inceleyecek ve onaracak.  Geri çağırma 16 Ocak 2020'de başladı. Araç sahipleri 1-800-547-0712 numaralı telefondan DTNA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için DTNA'nın numarası FL-841'dir."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2021-2023 C-Class, E-Class, S-Class, CLS, SL, GT, GLC, GLE, GLS ve G-Class araçlarını geri çağırıyor.  Belirli araç ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  Yakıt pompası kapanabilir ve bu da tahrik gücü kaybına neden olabilir.",Bayiler yakıt pompasını ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 14 Haziran 2024'te postalandı. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2023070012'dir.
NEW FLYER,"New Flyer of America, Inc. (New Flyer), çift eğimli direksiyon kolonu ile donatılmış 2013-2022 XDE35, XDE40, XDE60, XE40, XN40, 2017-2022 XE60, 2014-2022 XT40 ve XT60 toplu taşıma otobüslerini geri çağırıyor.  Direksiyon kolonunun üst direksiyon miline bağlantısı gevşeyebilir.","Bayiler direksiyon kolonu ve şaft bileşenlerini ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 1 Şubat 2023'te postalandı. Sahipler, 1-204-224-6706 numaralı telefondan New Flyer'ın müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için New Flyer'ın numarası R22-035'tir."
